Report Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,Organization Address,Organization City,Organization State,Organization ZIP,Jurisdiction,Organization Country,Phone,Status,Case Number,Patient ID,Other Idenifier,Class,Common Species Name,Species,Subspecies,Genus,TSN Code,Gender,Patient Flag,Date Found,Time Found,Date Admitted,Time Admitted,Details of rescue,Care Given,Circumstances of Rescue,Primary,Suspected/Observed,Admission Comments,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0000122,,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Indeterminate,,,,01/02/2014,,,,Animal interaction / Domestic animal / Cat,Yes,Observed,,OH,Medina County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0000204,14-3743-30,Blue,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Undetermined,,01/03/2014,,01/03/2014,,Test,No,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,,WA,Whatcom County,"851 Coho Way, Bellingham, WA 98225, USA",,48.759184,-122.5034179,5.0236067772
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0000227,,,Mammals,rock squirrel,variegatus,,Spermophilus,180163,Female,,,,01/04/2014,,,,"Orphan, true",Yes,Suspected,,IN,Bartholomew County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0001332,,M14-001,Mammals,Raccoon,lotor,,Procyon,180575,Male,,,,01/19/2014,,,,Behavioral Stranding,Yes,Suspected,,NJ,Warren County,"49 Park Avenue, Washington, NJ 07882, USA",,40.756666,-74.975143,139.8430786133
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0001906,,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,01/16/2014,5:35 AM,01/28/2014,,,,Entrapment,Yes,Suspected,,AL,Autauga County,"800 Olmstead Lane, Prattville, AL 36067, USA",,32.5518655,-86.5787119,137.073425293
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0001908,,,Mammals,Least Weasel,nivalis,,Mustela,180554,Female,,,,01/28/2014,,,,Animal interaction,Yes,Suspected,,ME,York County,,Halifax B3E 4E2,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0002195,Karen,,Reptiles,common green sea turtle,mydas,,Chelonia,173833,Undetermined,,,,01/31/2014,,,,Undetermined,Yes,Suspected,,NC,Pender County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0002383,14001,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,02/01/2014,,02/02/2013,,,chicken legs,Collision,Yes,Observed,,MD,Dorchester County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0002431,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,,,02/03/2014,,,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,NE,Douglas County,"100 Main Street, Chicago, NE 68022, USA",,41.2821868,-96.2371859,355.4580993652
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0002487,14012,band xyz,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Indeterminate,,02/01/2014,6:00 PM,02/03/2014,,found standing in middle of road,chicken legs,Collision / Moving object,Yes,Observed,,MD,Montgomery County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0002490,,,Birds,Barred Owl,varia,,Strix,177921,Female,,02/03/2014,5:00 PM,02/04/2014,,,,Dead on Arrival,Yes,Suspected,,IN,Boone County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0002651,,,Birds,Red-shouldered Hawk,lineatus,,Buteo,175359,Undetermined,,,,02/05/2014,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,MD,Montgomery County,"20201 Bucklodge Road, Boyds, MD 20841, USA",back yard,39.185882,-77.343192,105.0093536377
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0003121,,,Reptiles,Arizona Coral Snake,euryxanthus,euryxanthus,Micruroides,209600,Female,,,,02/14/2014,,,,Undetermined,Yes,Observed,,IN,Miami County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0003653,,,Birds,Swainson's Hawk,swainsoni,,Buteo,175367,Male,,02/22/2014,11:15 AM,02/22/2014,,,,Animal interaction / Non-domestic animal / Different species,Yes,Suspected,Crow attack,AR,Lee County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0003939,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,,,02/26/2014,,,,Entrapment,Yes,Suspected,,NJ,Burlington County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0003941,14-0001,rabbit 1,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,,,02/26/2014,,,,Entrapment,Yes,Suspected,,NJ,Burlington County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0003942,14-0001,rabbit 2,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,,,02/26/2014,,,,Entrapment,Yes,Suspected,,NJ,Burlington County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0003947,,,Birds,Cooper's Hawk,cooperii,,Accipiter,175309,Undetermined,,,,02/26/2014,,,,Entrapment / Spaces / Pool,Yes,Suspected,,IN,Clay County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0005027,Noggie,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Male,,03/07/2014,,03/09/2014,,,,Undetermined,Yes,Observed,,KY,Meade County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0006331,,,Birds,Barred Owl,varia,,Strix,177921,Male,,,,03/26/2014,,,,Electrocution/Electric Shock,Yes,Observed,,IN,Allen County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0006336,,,Birds,Red-bellied Woodpecker,carolinus,,Melanerpes,178195,Female,,,,03/26/2014,,,,Collision,Yes,Observed,,IN,Adams County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0009182,Doe,black ear,Mammals,gray squirrel,carolinensis,,Sciurus,180175,Male,,04/17/2014,7:00 AM,04/17/2014,,Found in garage,none,"Orphan, true / Parents not available",Yes,Suspected,Cold,MO,Macon County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0009289,,,Mammals,Nayarit squirrel,nayaritensis,,Sciurus,180177,Undetermined,,04/17/2014,,04/17/2014,,,,Collision / Moving object,Yes,Suspected,,IN,Brown County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0027233,Light Phase,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Female,,06/18/2014,7:00 PM,06/20/2014,,Found on Hiway 11,Put in a box,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,Droopy Lft wing,OR,Umatilla County,"Athena, OR 97813, USA",,45.8117992,-118.4905252,525.9884033203
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029186,2014-00123,lh,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Undetermined,,06/26/2014,2:00 PM,06/27/2014,,,,Inappropriate human possession / Abduction with intent of rescue,Yes,Observed,,NJ,Somerset County,"Easton Avenue, New Brunswick, NJ 08901, USA",parking lot joe's pizza,40.519666639483,-74.493631274097,13.9099302292
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029192,2014-00012,,Birds,Harris's Hawk,unicinctus,,Parabuteo,175397,Indeterminate,,06/23/2014,7:00 AM,06/27/2014,,,,Collision / Stationary object / Walls/windows,Yes,Suspected,flew into window,VA,Bland County,"123 Main Street, Jefferson National Forest, Bland, VA 24315, USA",,37.100085952319,-81.116145711084,755.1037597656
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029196,2014-00249,,Mammals,Virginia northern flying squirrel,sabrinus,fuscus,Glaucomys,180169,Male,,06/22/2014,9:00 PM,06/27/2014,,,,Nest/Habitat Disturbance/Destruction,Yes,Observed,,NJ,Middlesex County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029203,2014-00052,,Mammals,Domestic Rabbit,cuniculus,,Oryctolagus,,Undetermined,,06/20/2014,7:00 AM,06/27/2014,,,,Animal interaction / Domestic animal / Dog,Yes,Suspected,attacked by dog,NJ,Somerset County,"27 Montrose Road, Somerset, NJ 08873, USA",,40.503528,-74.4856889,25.8571853638
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029211,2014-00088,lh,Birds,Mourning Dove,macroura,,Zenaida,177125,Indeterminate,,06/25/2014,5:00 PM,06/27/2014,,,offered water and bird seed,Entrapment / Trap / Glue Trap,Yes,Observed,,NJ,Somerset County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029215,2014-01234,,Mammals,Striped Skunk,mephitis,,Mephitis,180562,Male,,06/24/2014,10:00 PM,06/27/2014,,,offered water,Inappropriate human possession / Pet,Yes,Observed,,NJ,Middlesex County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0029228,2014-12350,lh,mammals,Big Cypress fox squirrel,niger,avicennia,Sciurus,931247,Male,,06/16/2014,2:00 AM,06/27/2014,,,,Human,Yes,Suspected,,PA,Allegheny County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0034040,2014-00598,lh,Birds,American Robin,migratorius,,Turdus,179759,Indeterminate,,07/17/2014,5:00 PM,07/17/2014,,,,Nest/Habitat Disturbance/Destruction,Yes,Observed,"Fell from nest,found in yard",NJ,Mercer County,"25 Mechanic Street, Hightstown, NJ 08520, USA",,40.2719254,-74.5231999,25.3508758545
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0034043,2014-07891,lh,Mammals,woodchuck,monax,,Marmota,180137,Undetermined,,07/17/2014,8:15 AM,07/17/2014,,,"Offered water,kale,and apples","Orphan, true / Parents not available",Yes,Suspected,"Found in backyard,had not seen mom for 2 days.",NJ,Middlesex County,"North Main Street, NJ, USA",,40.2850799,-74.520876,25.9769878387
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0037484,blue leg,,Birds,Mourning Dove,macroura,,Zenaida,177125,Indeterminate,,08/02/2014,1:30 PM,08/03/2014,,"""Orphaned"" bird found at roadside, in danger of being hit by vehicles. No obvious nest in nearby palm trees.",None,"Orphan, true / Parents not available",Yes,Suspected,Orphaned bird at roadside. Could not locate nest. Nestling in danger of being hit by vehicles.,VA,Amelia County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0043626,,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Male,,09/08/2014,,09/08/2014,,,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,MO,St. Louis City,"3857 Connecticut Street, St. Louis, MO 63116, USA",,38.600874,-90.248497,161.1624755859
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0043776,"Knoblock,squirrel",,Mammals,Dismal Swamp southeastern shrew,longirostris,fisheri,Sorex,179936,Male,,09/08/2014,,09/08/2014,,,fed water,Nest/Habitat Disturbance/Destruction,Yes,Suspected,dog destroyed nest,VA,Augusta County,"Virginia Avenue, Virginia, USA",,37.3301585,-80.6767327,484.9977722168
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0045736,Sa14-0933,,Birds,European Honey Buzzard,apivorus,,Pernis,,Undetermined,,09/09/2014,,09/21/2014,,was standing in the field,,Behavioral Stranding,Yes,Observed,,IN,Delaware County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0049086,,,Reptiles,Eastern Box Turtle,carolina,,Terrapene,173777,Male,,,,10/16/2014,,,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,RI,Providence County,"112 Lubec Street, Providence, RI 02904, USA",,41.85428,-71.4451015,30.294303894
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0054569,,,Reptiles,Common Garter Snake,sirtalis,,Thamnophis,174136,Male,,,,11/22/2014,,,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,NJ,Hunterdon County,,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,14-0055910,,,Mammals,gray squirrel,carolinensis,,Sciurus,180175,Male,,,,12/02/2014,,,,"Orphan, true / Parents not available",Yes,Observed,,VA,Williamsburg (City),,,38.03868,-78.915142,433.8817749023
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0000785,R 2014-4,,Mammals,Raccoon,lotor,,Procyon,180575,Male,,01/01/2015,10:00 AM,01/01/2015,,,,"Orphan, true / Parents not available",Yes,Observed,,VA,Appomattox County,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0001638,red,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,01/14/2015,,01/14/2015,,,,"Orphan, true",Yes,Suspected,,IL,Peoria County,,hanna city,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0002164,,,Mammals,white-sided jack rabbit,callotis,,Lepus,180116,Male,,,,01/17/2015,,,,Collision,Yes,Observed,,NV,Carson City,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0002184,,,Birds,Wood Duck,sponsa,,Aix,175122,Male,,01/08/2015,,01/09/2015,,Found by Client of Godspeed animal care. dropped off at clinic for care,"Painter's tape wrapped around the body, preventing duck from flapping",Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,VA,Williamsburg (City),,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0002198,,,Mammals,Domestic Rabbit,cuniculus,,Oryctolagus,,Male,,01/17/2015,,01/17/2015,,,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,VA,Hampton (City),,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0002990,,,Birds,Mute Swan,olor,,Cygnus,174985,Undetermined,,01/24/2015,,01/24/2015,,Found on beach,,Failure to thrive/Maladaption,Yes,Suspected,,AB,Camrose County,"Penny Lane, Hampton Bays, NY 11946, USA",,40.8539238,-72.5092791,3.512198925
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0003393,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Female,,,,01/28/2015,,,,Failure to thrive/Maladaption,Yes,Observed,,AB,Alberta Beach,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0003538,,,Birds,Northern Mockingbird,polyglottos,,Mimus,178620,Undetermined,,01/27/2015,4:00 PM,01/28/2015,,,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,AB,City of Calgary,"123 Main Street, Elkhorn, NE 68022, USA",,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0003540,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,01/28/2015,1:00 PM,01/28/2015,,,,"Orphan, true / Parents not available",Yes,Suspected,,AB,City of Airdrie,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0003541,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,01/28/2015,1:00 PM,01/28/2015,,,,"Orphan, true / Parents not available",Yes,Suspected,2 of 5,AB,City of Airdrie,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0004176,Juliette,,Mammals,Raccoon,lotor,,Procyon,180575,Female,,,,02/03/2015,,,,"Orphan, true / Parents not available",Yes,Observed,,QC,Qu̩bec,,Ggjgfhkfg hgfhjgfhk fghkfghkg,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0007740,,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,,,03/10/2015,,,,Electrocution/Electric Shock,Yes,Suspected,,BC,Central Kootenay,"Main Street, Castlegar, BC V1N, Canada",,49.2450841,-117.6616157,478
