patients.address_found,patients.admitted_at,patients.admitted_by,patients.city_found,patients.clinical_signs,patients.common_name,patients.county_found,patients.diagnosis,patients.disposition,patients.found_at,patients.keywords,patients.lat_found,patients.lng_found,patients.name,patients.notes_about_rescue,patients.reason_for_disposition,patients.reasons_for_admission,patients.release_type,species.genus,species.species
32 Jenkins Ct,2020-03-19 17:44:00,JR,Front Royal,,Virginia Opossum,Warren,B - Baby,Released,2020-03-16,"B - Baby, dog attack",,,,,Ready for release,dog attacked mom,,Didelphis,virginiana
32 Jenkins Ct,2020-03-19 17:44:00,JR,Front Royal,,Virginia Opossum,Warren,B - Baby,Released,2020-03-16,"B - Baby, dog attack",,,,,Ready for release,dog attacked mom,,Didelphis,virginiana
32 Jenkins Ct,2020-03-19 17:44:00,JR,Front Royal,,Virginia Opossum,Warren,B - Baby,Released,2020-03-16,"B - Baby, dog attack",,,,,Ready for release,dog attacked mom,,Didelphis,virginiana
32 Jenkins Ct,2020-03-19 17:44:00,JR,Front Royal,,Virginia Opossum,Warren,B - Baby,Released,2020-03-16,"B - Baby, dog attack",,,,,Ready for release,dog attacked mom,,Didelphis,virginiana
32 Jenkins Ct,2020-03-19 17:44:00,JR,Front Royal,,Virginia Opossum,Warren,B - Baby,Released,2020-03-16,"B - Baby, dog attack",,,,,Ready for release,dog attacked mom,,Didelphis,virginiana
32 Jenkins Ct,2020-03-19 17:44:00,JR,Front Royal,,Virginia Opossum,Warren,B - Baby,Released,2020-03-16,"B - Baby, dog attack",,,,,Ready for release,dog attacked mom,,Didelphis,virginiana
Marshall Street,2020-03-20 12:08:00,JR,Middleburg,,Eastern Cottontail,Loudoun,H - Hit by Vehicle,Euthanized in 24hr,2020-03-20,,,,,,Poor Prognosis,"Found this morning on side of road, hit by our car",,Sylvilagus,floridanus
~472 Deer Run Circle,2020-03-20 12:24:00,JR,Front Royal,,Eastern Gray Squirrel,Warren,D - Domestic animal attack,Released,2020-03-19,"cat attack, B - Baby",,,,,Ready for release,Cat brought up to porch and dropped at feet,,Sciurus,carolinensis
Championship Drive,2020-03-20 12:28:00,JR,Haymarket,,Southern Flying Squirrel,Prince William,T - Unknown Trauma,Transferred,2020-03-19,B - Baby,,,,Transferred to Kristi Titus,Continued Care,"On the ground, with no visable nests",,Glaucomys,volans
22036 Snake Den Road,2020-03-20 12:38:00,JR,Upperville,,Eastern Cottontail,Loudoun,M - Human non-intentional,Died in 24hr,2020-03-20,trapped in fence,,,,,Natural Death,Stuck in chicken wire fencing in dogs enclosure,,Sylvilagus,floridanus
13401 Keisler Court,2020-03-20 12:41:00,JR,Herdon,,American Robin,Loudoun,T - Unknown Trauma,Released,2020-03-20,,,,,,Ready for release,"injured/bleeding wing, brought to TLC",Hard,Turdus,migratorius
207 Bedford Place,2020-03-20 13:50:00,JR,Stephens City,,Mallard,Frederick,T - Unknown Trauma,Euthanized in 24hr,2020-03-20,,,,,,Poor Prognosis,"found in creek behind house with head under water, rolling",,Anas,platyrhynchos
Harry Byrd Hwy,2020-03-20 15:35:00,JR,Round Hill,,Northern Raccoon,Loudoun,H - Hit by Vehicle,Euthanized in 24hr,2020-03-20,,,,,,Poor Prognosis,HBV,,Procyon,lotor
7979 Carters Run Drive,2020-03-21 20:25:00,cm,Marshall,,Northern Raccoon,Fauquier,M - Human non-intentional,Euthanized in 24hr,2020-03-21,trapped,,,,"no direct contact - no one bitten, scratched, licked.",Poor Prognosis,"saw Tuesday with trap on front paw, after 1 night raccoon was caught on outside of our live trap, but it got away. 2 nights later, caught in live trap, trap and front paw missing and animal bleeding",,Procyon,lotor
725 Massanutten Park,2020-03-21 20:46:00,JB,Mount Jackson,,Common Grackle,Shenandoah,T - Unknown Trauma,Euthanized in 24hr,2020-03-20,,,,,,Poor Prognosis,on the ground not flying and looks like legs are broken but not sure about wing,,Quiscalus,quiscula
Hillsboro Rd and Rt 9,2020-03-21 21:01:00,JB,Hillsboro,,Eastern Gray Squirrel,Loudoun,H - Hit by Vehicle,Died in 24hr,2020-03-21,,,,,willing to transport,Natural Death,found injured on road near intersection,,Sciurus,carolinensis
40475 Sousa Pl,2020-03-22 11:16:00,cm,Aldie,,Eastern Cottontail,Loudoun,D - Domestic animal attack,Died +24hr,2020-03-22,"B - Baby, dog attack",,,,,Natural Death,"Neighbor's dog killed mother, they found these babies in garden",,Sylvilagus,floridanus
40475 Sousa Pl,2020-03-22 12:23:00,cm,Aldie,,Eastern Cottontail,,D - Domestic animal attack,Died in 24hr,2020-03-21,"B - Baby, dog attack",,,,,Natural Death,"Neighbor's dog killed mother, they found these babies in garden",,Sylvilagus,floridanus
803 Morgan Court,2020-03-22 15:51:00,JA,Stephens City,,Eastern Cottontail,Frederick,A - Abduction,Released,2020-03-19,B - Baby,,,,"originally saw on March 19, saw dog attack and kill adult rabbit, left to see if mom would come back, didn't see her, so brought to us.",Ready for release,"Dog was found attacking their mother, no other known history, we left them to be sure that it wasn't their mother, but she never returned",,Sylvilagus,floridanus
803 Morgan Court,2020-03-22 15:51:00,JA,Stephens City,,Eastern Cottontail,Frederick,A - Abduction,Released,2020-03-19,B - Baby,,,,"originally saw on March 19, saw dog attack and kill adult rabbit, left to see if mom would come back, didn't see her, so brought to us.",Ready for release,"Dog was found attacking their mother, no other known history, we left them to be sure that it wasn't their mother, but she never returned",,Sylvilagus,floridanus
34994 Welbourne Rd,2020-03-22 16:10:00,JA,Middleburg,,American Robin,Loudoun,T - Unknown Trauma,Euthanized in 24hr,2020-03-22,suspect cat attack,,,,,Poor Prognosis,"I was walking by barn and saw hi fluttering away but couldn't fly, kind of stretching out wings but it looked Injured after watching a bit.",,Turdus,migratorius
4463 Blue Mountain Rd,2020-03-22 16:20:00,JA,Linden,,Eastern Gray Squirrel,Warren,B - Baby,Released,2020-03-21,"B - Baby, abandoned",,,,,Ready for release,abandoned in driveway,,Sciurus,carolinensis
221 N. Seminary St.,2020-03-23 09:52:00,KD,Charles Town,,American Crow,Jefferson,T - Unknown Trauma,Euthanized in 24hr,2020-03-23,,,,,would like to release if possible.,Poor Prognosis,found underneath car in parking lot.,,Corvus,brachyrhynchos
22820 Indian Creek Dr.,2020-03-24 10:12:00,KD,Sterling,,Red-shouldered Hawk,Loudoun,M - Human non-intentional,Died in 24hr,2020-03-24,trapped in warehouse,,,,n/a,Natural Death,Trapped in Business Warehouse at least a week.  able to contain today.,,Buteo,lineatus
5085 Main St.,2020-03-24 10:39:00,KD,Stephens City,,Mourning Dove,Frederick,T - Unknown Trauma,Died +24hr,2020-03-24,suspected cat attack,,,,would like to release if possible.  works near found location,Natural Death,Found in Middle of Rd.  HBV? able to contain w/ bare hands.,,Zenaida,macroura
708 Stonewall Ave,2020-03-24 15:48:00,KD,Middleburg,,Eastern Gray Squirrel,Loudoun,B - Baby,Released,2020-03-24,"B - Baby, fell from nest, failed renesting",,,,n/a,Ready for release,fell from nest.  finder concerned leg is broken,,Sciurus,carolinensis
?,2020-03-24 15:56:00,KD,?,,Red Fox,Clarke,J - Intentional Human Attack,Euthanized in 24hr,2020-03-24,B - Baby,,,,n/a,Rabies Testing,"found under woodpile in Clarke Co.  Man handled them w/ bare hands, then brought home in a bucket for his lactating dog to nurse for froughly a week.",,Vulpes,vulpes
?,2020-03-24 15:56:00,KD,?,,Red Fox,Clarke,J - Intentional Human Attack,Euthanized in 24hr,2020-03-24,B - Baby,,,,n/a,Rabies Testing,"found under woodpile in Clarke Co.  Man handled them w/ bare hands, then brought home in a bucket for his lactating dog to nurse for froughly a week.",,Vulpes,vulpes
?,2020-03-24 15:56:00,KD,?,,Red Fox,Clarke,J - Intentional Human Attack,Euthanized in 24hr,2020-03-24,B - Baby,,,,n/a,Rabies Testing,"found under woodpile in Clarke Co.  Man handled them w/ bare hands, then brought home in a bucket for his lactating dog to nurse for froughly a week.",,Vulpes,vulpes
Found in creek near Jim Barnett Park Playground in Winchester,2020-03-24 16:24:00,KD,Winchester,,Domestic Duck,Frederick,X - Invasive,Void,2020-03-24,B - Baby,39.169309,-78.158028,,n/a,Ready for release,started following finders daughter.  tried to find other ducks but there were none in the park.,,Anas,domesticus
3210 Bordens Spring Rd.,2020-03-24 16:57:00,KD,White Post,,Northern Cardinal,Clarke,T - Unknown Trauma,Died +24hr,2020-03-24,SCWDS ticks,,,,n/a,Natural Death,Found on ground injured.  accidentally pulled out tail feather when trying to contain.,,Cardinalis,cardinalis
1001 Hickory Trail,2020-03-26 14:43:00,KD,Winchester,,Eastern Gray Squirrel,Frederick,T - Unknown Trauma,Euthanized +24hr,2020-03-26,,,,,would like to release,Poor Prognosis,"found injured in yard, unable to right him/her self",,Sciurus,carolinensis
1819 Annfield Rd.,2020-03-26 15:24:00,KD,Berryville,,Eastern Bluebird,Clarke,T - Unknown Trauma,Euthanized in 24hr,2020-03-26,suspected cat attack,,,,would like to release,Poor Prognosis,Injured wing?,,Sialia,sialis
1009 E Kensington Circle,2020-03-27 10:05:00,KD,Fredericksburg,,Red-shouldered Hawk,Spotsylvania,T - Unknown Trauma,Euthanized +24hr,2020-03-27,lead,,,,n/a,Poor Prognosis,Found on deck unable to fly last night.  may have flown into her house.,,Buteo,lineatus
219 Catoctin Circle SE,2020-03-27 10:27:00,KD,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Ready for release,found in car -  parked at above address,,Sciurus,carolinensis
219 Catoctin Circle SE,2020-03-27 10:27:00,KD,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Ready for release,found in car -  parked at above address,,Sciurus,carolinensis
219 Catoctin Circle SE,2020-03-27 10:27:00,KD,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Ready for release,found in car -  parked at above address,,Sciurus,carolinensis
219 Catoctin Circle SE,2020-03-27 10:27:00,KD,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Ready for release,found in car -  parked at above address,,Sciurus,carolinensis
227 E. Knolls Ln,2020-03-27 12:00:00,KD,Woodstock,,House Mouse,Shenandoah,X - Invasive,Euthanized in 24hr,2020-03-27,"B - Baby, abducted",,,,n/a,Invasive,"unwilling to renest.  Sure mom was dead, despite trying to convince her otherwise.",,Mus,musculus
227 E. Knolls Ln,2020-03-27 12:00:00,KD,Woodstock,,House Mouse,Shenandoah,X - Invasive,Euthanized in 24hr,2020-03-27,"B - Baby, abducted",,,,n/a,Invasive,"unwilling to renest.  Sure mom was dead, despite trying to convince her otherwise.",,Mus,musculus
227 E. Knolls Ln,2020-03-27 12:00:00,KD,Woodstock,,House Mouse,Shenandoah,X - Invasive,Euthanized in 24hr,2020-03-27,"B - Baby, abducted",,,,n/a,Invasive,"unwilling to renest.  Sure mom was dead, despite trying to convince her otherwise.",,Mus,musculus
227 E. Knolls Ln,2020-03-27 12:00:00,KD,Woodstock,,House Mouse,Shenandoah,X - Invasive,Euthanized in 24hr,2020-03-27,"B - Baby, abducted",,,,n/a,Invasive,"unwilling to renest.  Sure mom was dead, despite trying to convince her otherwise.",,Mus,musculus
227 E. Knolls Ln,2020-03-27 12:00:00,KD,Woodstock,,House Mouse,Shenandoah,X - Invasive,Euthanized in 24hr,2020-03-27,"B - Baby, abducted",,,,n/a,Invasive,"unwilling to renest.  Sure mom was dead, despite trying to convince her otherwise.",,Mus,musculus
774 White Oak Rd.,2020-03-27 13:13:00,KD,Stephens City,,Northern Cardinal,Frederick,T - Unknown Trauma,Died +24hr,2020-03-27,,,,,n/a,Natural Death,Found in road.  unable to fly,,Cardinalis,cardinalis
9108 Manassas Dr.,2020-03-27 14:34:00,KD,Manassas Park,,Eastern Gray Squirrel,Prince William,M - Human non-intentional,Released,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Ready for release,"JoDee Gierber took possession from Life Saver Garage, after they were found in car that was towed in.  owner of the car refused to try to renest, so JoDee took them form the garage owner Dan.  No last name collected from Dan.",,Sciurus,carolinensis
9108 Manassas Dr.,2020-03-27 14:34:00,KD,Manassas Park,,Eastern Gray Squirrel,Prince William,M - Human non-intentional,Died +24hr,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Natural Death,"JoDee Gierber took possession from Life Saver Garage, after they were found in car that was towed in.  owner of the car refused to try to renest, so JoDee took them form the garage owner Dan.  No last name collected from Dan.",,Sciurus,carolinensis
9108 Manassas Dr.,2020-03-27 14:34:00,KD,Manassas Park,,Eastern Gray Squirrel,Prince William,M - Human non-intentional,Released,2020-03-27,"B - Baby, unwilling to renest",,,,n/a,Ready for release,"JoDee Gierber took possession from Life Saver Garage, after they were found in car that was towed in.  owner of the car refused to try to renest, so JoDee took them form the garage owner Dan.  No last name collected from Dan.",,Sciurus,carolinensis
2610 Jefferson Davis Hwy,2020-03-27 16:42:00,KD,Stafford,,Song Sparrow,Stafford,W - Window Strike,Released,2020-03-27,,,,,n/a,Ready for release,Window Strike,Hard,Melospiza,melodia
1017 Allen Dr,2020-03-28 09:53:00,CEM,Winchester,,American Robin,Frederick,T - Unknown Trauma,Euthanized +24hr,2020-03-28,suspected window strike,,,,,Poor Prognosis,"found in yard - thought it was dead; came out later and it was walking around like it was drunk, suspect window strike",,Turdus,migratorius
1988 Crone Rd,2020-03-28 09:54:00,CEM,Berkeley Springs,,Red-tailed Hawk,Morgan,T - Unknown Trauma,Euthanized in 24hr,2020-03-27,,,,,,Poor Prognosis,"possibly blind - neighbors observed in a creek for a week, finder went to look yesterday and saw white cloudiness over both eyes so contained and transported",,Buteo,jamaicensis
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Transferred,2020-03-28,"B - Baby, orphan",,,,,Continued Care,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Transferred,2020-03-28,"B - Baby, orphan",,,,,Continued Care,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Transferred,2020-03-28,"B - Baby, orphan",,,,,Continued Care,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2 E 18th St,2020-03-28 14:12:00,CEM,Front Royal,,Virginia Opossum,Warren,H - Hit by Vehicle,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,mother was hit by a car and deceased; 11 babies in pouch,,Didelphis,virginiana
2360 Reliance Rd,2020-03-28 16:29:00,CEM,Middletown,,Eastern Gray Squirrel,Warren,B - Baby,Released,2020-03-28,"B - Baby, orphan",,,,,Ready for release,"found mom dead at the base of the tree yesterday; today, baby came down the tree and approached people, weak",,Sciurus,carolinensis
42217 Cochran Mill Rd,2020-03-29 11:26:00,CM,Leesburg,,Eastern Gray Squirrel,Loudoun,B - Baby,Released,2020-03-29,"B - Baby, abandoned",,,,,Ready for release,found at Riverbend Sawmill; had fleas,,Sciurus,carolinensis
27576 Saulty Dr,2020-03-29 14:38:00,CEM,Sterling,,Red-shouldered Hawk,Loudoun,T - Unknown Trauma,Released,2020-03-29,,,,,,Ready for release,"unable to stand or fly - very uncoordinated; no obvious injuries - both feet can grasp but won't stand; neither wing appears injured and it can flap - moves fast on ground, not sure if it uses its feet or just flaps",Hard,Buteo,lineatus
132 Mill Race Dr,2020-03-29 16:39:00,CEM,Winchester,,Eastern Cottontail,Frederick,T - Unknown Trauma,Died in 24hr,2020-03-29,B - Baby,,,,,Natural Death,"found in the middle of the yard, no nest, small cut on its back - possible lawnmower",,Sylvilagus,floridanus
75-L Plaza Street NE,2020-03-29 09:11:00,JR,Leesburg,,Eastern Gray Squirrel,Loudoun,B - Baby,Released,2020-03-24,B - Baby,,,,,Ready for release,"found on sidewalk, no nearby nest, brought to Kristi Titus 3/24/20, transferred to BRWC today",,Sciurus,carolinensis
1512 Barksdale Drive,2020-03-29 09:15:00,JR,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Died +24hr,2020-03-30,"B - Baby, nest in hood of car",,,,,Natural Death,"found under car hood, ""mom"" dead nearby",,Sciurus,carolinensis
1512 Barksdale Drive,2020-03-29 09:15:00,JR,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-30,"B - Baby, in hood of car",,,,,Ready for release,"found under car hood, ""mom"" dead nearby",,Sciurus,carolinensis
1512 Barksdale Drive,2020-03-29 09:15:00,JR,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-30,"B - Baby, in hood of car",,,,,Ready for release,"found under car hood, ""mom"" dead nearby",,Sciurus,carolinensis
1512 Barksdale Drive,2020-03-29 09:15:00,JR,Leesburg,,Eastern Gray Squirrel,Loudoun,M - Human non-intentional,Released,2020-03-30,"B - Baby, in hood of car",,,,,Ready for release,"found under car hood, ""mom"" dead nearby",,Sciurus,carolinensis
102 Camaruge Ct.,2020-03-30 10:05:00,KD,Stephens City,,Eastern Cottontail,Frederick,D - Domestic animal attack,Euthanized in 24hr,2020-03-30,"B - Baby, dog attack",,,,would like to release if possible,Poor Prognosis,found in dogs mouth,,Sylvilagus,floridanus
132 Blackfeet Trl.,2020-03-30 10:12:00,KD,Winchester,,Carolina Wren,Frederick,M - Human non-intentional,Died in 24hr,2020-03-30,oil,,,,would like to release if possible,Poor Prognosis,flew into full oil pan in garage,,Thryothorus,ludovicianus
